Headlines,Time,Description,cleaned_text,standardized_text,tokens
Cramer's lightning round: Alibaba is the only Chinese stock I recommend," 7:15  PM ET Fri, 12 June 2020","""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",cramers lightning round alibaba is the only chinese stock i recommend,cramers lightning round alibaba is the only chinese stock i recommend,"['cramers', 'lightning', 'round', 'alibaba', 'chinese', 'stock', 'recommend']"
Pullback on Nasdaq a good opportunity to join the uptrend: Daryl Guppy,"10:22  PM ET Thu, 11 June 2020",Daryl Guppy of Guppytraders.com gives technical analysis on key U.S. market indices and VIX.,pullback on nasdaq a good opportunity to join the uptrend daryl guppy,pullback on nasdaq a good opportunity to join the uptrend daryl guppy,"['pullback', 'nasdaq', 'good', 'opportunity', 'join', 'uptrend', 'daryl', 'guppy']"
'The threats are becoming higher' — L3Harris CEO says tech is driving the future of warfare," 8:56  PM ET Thu, 11 June 2020","""The competition of the future, the war fight of the future, is going to be based on new technology,"" L3Harris CEO Bill Brown said on ""Mad Money.""",the threats are becoming higher lharris ceo says tech is driving the future of warfare,the threats are becoming higher lharris ceo says tech is driving the future of warfare,"['threats', 'higher', 'lharris', 'ceo', 'says', 'tech', 'driving', 'future', 'warfare']"
"CEO of Tommy Hilfiger owner vows to 'do better' on corporate diversity, social justice"," 8:18  PM ET Thu, 11 June 2020","PVH, the parent company of such brands as Tommy Hilfiger and Calvin Klein, plans to develop ""meaningful targets"" and be accountable, CEO Manny Chirico said.",ceo of tommy hilfiger owner vows to do better on corporate diversity social justice,ceo of tommy hilfiger owner vows to do better on corporate diversity social justice,"['ceo', 'tommy', 'hilfiger', 'owner', 'vows', 'better', 'corporate', 'diversity', 'social', 'justice']"
Cramer's lightning round: I don't want anything to do with a real estate development company," 7:05  PM ET Thu, 11 June 2020","""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",cramers lightning round i dont want anything to do with a real estate development company,cramers lightning round i dont want anything to do with a real estate development company,"['cramers', 'lightning', 'round', 'nt', 'want', 'real', 'estate', 'development', 'company']"
Cramer recommends buying these stocks after Thursday's brutal rout," 4:41  AM ET Fri, 12 June 2020","""In a tough market, you need to circle the wagons around the few good names you feel comfortable buying and then buying more if they go lower,"" Cramer said.",cramer recommends buying these stocks after thursdays brutal rout,cramer recommends buying these stocks after thursdays brutal rout,"['cramer', 'recommends', 'buying', 'stocks', 'thursdays', 'brutal', 'rout']"
Cramer's lightning round: Cloudflare is good," 6:59  PM ET Wed, 10 June 2020","""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",cramers lightning round cloudflare is good,cramers lightning round cloudflare is good,"['cramers', 'lightning', 'round', 'cloudflare', 'good']"
"Wall Street can't rally much higher without a coronavirus vaccine, Jim Cramer warns"," 6:59  PM ET Wed, 10 June 2020","""No broad-based rally from this level is sustainable without a major scientific breakthrough in the fight against Covid-19,"" the ""Mad Money"" host said.",wall street cant rally much higher without a coronavirus vaccine jim cramer warns,wall street cant rally much higher without a coronavirus vaccine jim cramer warns,"['wall', 'street', 'nt', 'rally', 'higher', 'coronavirus', 'vaccine', 'jim', 'cramer', 'warns']"
"Polaris has a 'once-in-a-generation opportunity,' Jim Cramer says"," 6:40  PM ET Wed, 10 June 2020","""This is a company that benefits enormously from the V-shaped recovery thesis, and it also works with a slower recovery,"" Cramer said.",polaris has a onceinageneration opportunity jim cramer says,polaris has a onceinageneration opportunity jim cramer says,"['polaris', 'onceinageneration', 'opportunity', 'jim', 'cramer', 'says']"
"Hertz's stock may look cheap, but Cramer cautions against buying it"," 7:41  PM ET Tue,  9 June 2020","""It doesn't matter how little you pay for a stock, when it goes to zero, you lose everything,"" the ""Mad Money"" host said.",hertzs stock may look cheap but cramer cautions against buying it,hertzs stock may look cheap but cramer cautions against buying it,"['hertzs', 'stock', 'look', 'cheap', 'cramer', 'cautions', 'buying']"
Cramer's lightning round: General Mills and Axon Enterprise are worth a buy," 7:08  PM ET Tue,  9 June 2020","""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",cramers lightning round general mills and axon enterprise are worth a buy,cramers lightning round general mills and axon enterprise are worth a buy,"['cramers', 'lightning', 'round', 'general', 'mills', 'axon', 'enterprise', 'worth', 'buy']"
Cramer urges investors to be wary of airline and cruise stocks — buy these 5 winners instead," 6:37  PM ET Tue,  9 June 2020","Cramer said Facebook, AMD, Apple, Amazon and Nvidia can go higher based on their strengths. ""That's why I keep going back to them, and you should too.""",cramer urges investors to be wary of airline and cruise stocks buy these winners instead,cramer urges investors to be wary of airline and cruise stocks buy these winners instead,"['cramer', 'urges', 'investors', 'wary', 'airline', 'cruise', 'stocks', 'buy', 'winners', 'instead']"
,,,,,[]
Markets could go even higher in this liquidity-driven rally: Professor," 2:43  AM ET Tue,  9 June 2020","As the S&P 500 wipes its 2020 losses and Nasdaq closes at a record high, Jeremy Siegel of the University of Pennsylvania explains why he thinks the markets could go higher still.",markets could go even higher in this liquiditydriven rally professor,markets could go even higher in this liquiditydriven rally professor,"['markets', 'higher', 'liquiditydriven', 'rally', 'professor']"
Expect the Fed to continue to provide support to propel economy: Strategist,"10:36  PM ET Mon,  8 June 2020","Sam Stovall of CFRA discusses the U.S. economy amid the current crisis and a looming recession. Sam foresees that Fed will not be too quick to remove the stimulus, ahead of the FOMC meeting this week.",expect the fed to continue to provide support to propel economy strategist,expect the fed to continue to provide support to propel economy strategist,"['expect', 'fed', 'continue', 'provide', 'support', 'propel', 'economy', 'strategist']"
Cramer's lightning round: Software maker Ping Identity is a buy," 7:41  PM ET Mon,  8 June 2020","""Mad Money"" host Jim Cramer says the stocks of Ping Identity and Biohaven Pharmaceuticals are worth a buy.",cramers lightning round software maker ping identity is a buy,cramers lightning round software maker ping identity is a buy,"['cramers', 'lightning', 'round', 'software', 'maker', 'ping', 'identity', 'buy']"
Cramer: These are the stocks that helped power the Nasdaq to a record high during the pandemic," 7:39  PM ET Mon,  8 June 2020","The Nasdaq's rally is ""more representative of this market than the endless rebound in the hospitality and travel stocks"" due to reopening, Cramer said.",cramer these are the stocks that helped power the nasdaq to a record high during the pandemic,cramer these are the stocks that helped power the nasdaq to a record high during the pandemic,"['cramer', 'stocks', 'helped', 'power', 'nasdaq', 'record', 'high', 'pandemic']"
CEO of Airstream maker says new people are seeing benefits of traveling by RV during pandemic," 6:50  PM ET Mon,  8 June 2020","""You really only have to stop to get gas,"" Thor Industries CEO Bob Martin said in explaining the benefits of RV travel.",ceo of airstream maker says new people are seeing benefits of traveling by rv during pandemic,ceo of airstream maker says new people are seeing benefits of traveling by rv during pandemic,"['ceo', 'airstream', 'maker', 'says', 'new', 'people', 'seeing', 'benefits', 'traveling', 'rv', 'pandemic']"
Most global indexes have surpassed our 12-month targets: CIO,"11:54  AM ET Fri,  5 June 2020","The magnitude of the rally in U.S. stocks since March has come as a surprise, says Tuan Huynh of Deutsche Bank Wealth Management. With the markets pricing in a ""blue sky"" scenario, he says now is the time to take some profits off the table.",most global indexes have surpassed our month targets cio,most global indexes have surpassed our month targets cio,"['global', 'indexes', 'surpassed', 'month', 'targets', 'cio']"
,,,,,[]
"The future of commerce needs more diverse voices, Shopify COO says"," 8:53  PM ET Thu,  4 June 2020","""We stand with our black merchants, our black employees and the black community worldwide,"" Shopify COO Harley Finkelstein said amid civil unrest in America.",the future of commerce needs more diverse voices shopify coo says,the future of commerce needs more diverse voices shopify coo says,"['future', 'commerce', 'needs', 'diverse', 'voices', 'shopify', 'coo', 'says']"
Cramer's lightning round: Macy's stock can go higher," 7:21  PM ET Thu,  4 June 2020","""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",cramers lightning round macys stock can go higher,cramers lightning round macys stock can go higher,"['cramers', 'lightning', 'round', 'macys', 'stock', 'higher']"
Jim Cramer: The pandemic led to 'one of the greatest wealth transfers in history'," 7:20  PM ET Thu,  4 June 2020","""I think we're looking at a V-shaped recovery in the stock market, and that has almost nothing to do with a V-shaped recovery in the economy,"" the ""Mad Money"" host said.",jim cramer the pandemic led to one of the greatest wealth transfers in history,jim cramer the pandemic led to one of the greatest wealth transfers in history,"['jim', 'cramer', 'pandemic', 'led', 'greatest', 'wealth', 'transfers', 'history']"
Nancy Pelosi calls for 'very strong' change in response to nationwide unrest," 6:55  PM ET Thu,  4 June 2020","""Let's take this moment to be an inflection point ... that we are going to not just proceed incrementally, but in a very strong way to do things differently,"" the House Speaker said.",nancy pelosi calls for very strong change in response to nationwide unrest,nancy pelosi calls for very strong change in response to nationwide unrest,"['nancy', 'pelosi', 'calls', 'strong', 'change', 'response', 'nationwide', 'unrest']"
We stand behind our 3400 target for S&P 500 by Q1 2021: BMO Capital Markets," 3:19  AM ET Thu,  4 June 2020","Brian Belski of BMO Capital Markets says in addition to Fed support on liquidity, the fundamentals of economy and quality of U.S. stocks supported the 40% rally from the March lows. He sees further upside in market based on projected recovery in second half of the year.",we stand behind our target for sp by q bmo capital markets,we stand behind our target for sp by q bmo capital markets,"['stand', 'target', 'sp', 'q', 'bmo', 'capital', 'markets']"
