Time,Headlines,cleaned_text,standardized_text,tokens
4-Jul-20,Boohoo booms as Leicester garment factories are linked to lockdown,jul,jul,['jul']
4-Jul-20,"England eases lockdown: how pubs, hairdressers and restaurants will work",jul,jul,['jul']
4-Jul-20,Banking apps: what do they offer – and how is your cash protected?,jul,jul,['jul']
4-Jul-20,UK manufacturers to export surplus medical ventilators,jul,jul,['jul']
4-Jul-20,"Leicester residents could be fined up to £3,200 for breaching new lockdown laws",jul,jul,['jul']
4-Jul-20,Queenstown: a tourist town with no tourists fights despair among stranded workers,jul,jul,['jul']
4-Jul-20,"Struggling retailers paid less than a third of June rent, says malls owner",jul,jul,['jul']
4-Jul-20,Mission impossible? How to shoot a blockbuster in the coronavirus era,jul,jul,['jul']
4-Jul-20,"Amid the havoc wreaked by coronavirus, there is another danger we've forgotten",jul,jul,['jul']
4-Jul-20,"Gin, cheese and coffee: Britons flock to subscription services in lockdown",jul,jul,['jul']
4-Jul-20,‘A bit of trepidation’: Lake District prepares to reopen to visitors,jul,jul,['jul']
4-Jul-20,"Business live  UK service sector slump levels off, as China growth surges - as it happened",jul,jul,['jul']
4-Jul-20,UK waste firm Biffa loses appeal after exporting dirty waste to China,jul,jul,['jul']
4-Jul-20,Poundstretcher could close half its stores under rescue deal,jul,jul,['jul']
4-Jul-20,Socially distanced outdoor music venue to open in Newcastle in August,jul,jul,['jul']
3-Jul-20,Tenby residents feel mixed emotions about tourists' return,jul,jul,['jul']
3-Jul-20,China's stock market closes at highest level in five years,jul,jul,['jul']
3-Jul-20,Some small businesses can't get past their own prejudice. Let them fold,jul,jul,['jul']
3-Jul-20,UK car loans and pawnbroker payments freeze extended,jul,jul,['jul']
3-Jul-20,Holidaymakers offered little or no coronavirus-related insurance,jul,jul,['jul']
3-Jul-20,"Nils Pratley on finance  


  Why the secrecy around financial terms of Covid-19 loan to Celsa Steel UK?",jul,jul,['jul']
3-Jul-20,Barclays: Qataris spoke to Gordon Brown to 'defuse 2008 bailout pressure',jul,jul,['jul']
3-Jul-20,Unions say Coalition's 'demonising' of unemployed is groundwork for Covid-19 welfare cuts,jul,jul,['jul']
3-Jul-20,Mark Zuckerberg: advertisers' boycott of Facebook will end 'soon enough',jul,jul,['jul']
3-Jul-20,Behind the 4.8m jobs that returned: key takeaways from June’s US jobs report,jul,jul,['jul']
3-Jul-20,Luton airport to make up to 250 staff redundant,jul,jul,['jul']
3-Jul-20,"Bella Italia owner falls into administration, with loss of 1,900 jobs",jul,jul,['jul']
3-Jul-20,Boris ‘the Builder’ Johnson has found a new scapegoat: the humble newt,jul,jul,['jul']
3-Jul-20,Business live  Markets rally as US unemployment rate falls to 11.1% - as it happened,jul,jul,['jul']
3-Jul-20,Tobacco firm funded attack on council quit-smoking services,jul,jul,['jul']
3-Jul-20,"$10bn of precious metals dumped each year in electronic waste, says UN",jul,jul,['jul']
3-Jul-20,Revealed: raw sewage poured into Olympic Park wildlife haven,jul,jul,['jul']
3-Jul-20,UK gives go-ahead to giant windfarm project off Norfolk coast,jul,jul,['jul']
3-Jul-20,US employers take back 4.8m workers as coronavirus threatens economic recovery,jul,jul,['jul']
3-Jul-20,Jordan bans smoking and vaping in indoor public spaces,jul,jul,['jul']
2-Jul-20,UK government development bank to end fossil fuel financing,jul,jul,['jul']
2-Jul-20,"Project Syndicate economists  


  Invest in the green economy and we'll recover from the Covid-19 crisis",jul,jul,['jul']
2-Jul-20,Primark loses £800m in Covid-19 lockdowns,jul,jul,['jul']
2-Jul-20,"UK should prioritise green projects to kickstart economy, says IMF",jul,jul,['jul']
2-Jul-20,"Fears grow for UK high street as more than 6,000 retail jobs cut in a day",jul,jul,['jul']
2-Jul-20,"Nils Pratley on finance  


  As the Hong Kong security law comes into force, HSBC's silence is deafening",jul,jul,['jul']
2-Jul-20,Pressure mounts on UK government to release list of 'air bridges',jul,jul,['jul']
2-Jul-20,Richard Branson to pump £200m into Virgin Atlantic as part of rescue package,jul,jul,['jul']
2-Jul-20,Tesla becomes world's most valuable carmaker without making a profit,jul,jul,['jul']
2-Jul-20,Accenture to cut up to 900 UK jobs as pandemic hits demand,jul,jul,['jul']
2-Jul-20,UK retail landlords squeezed as stores hit by Covid-19 crisis,jul,jul,['jul']
2-Jul-20,Ministers urged to limit Facebook and Google's power over ad market,jul,jul,['jul']
2-Jul-20,"Business live  UK house prices fall as Covid-19 job losses surge, but US employment rises - as it happened",jul,jul,['jul']
2-Jul-20,England's privatised water firms paid £57bn in dividends since 1991,jul,jul,['jul']
2-Jul-20,One man's fight to get bathing water status for a stretch of river near Bath,jul,jul,['jul']
2-Jul-20,England's sewerage: what the water companies have to say,jul,jul,['jul']
2-Jul-20,Ryanair pilots agree to 20% pay cut in attempt to limit job losses,jul,jul,['jul']
2-Jul-20,Tony Pidgley obituary,jul,jul,['jul']
2-Jul-20,Banking watchdog drops threat of inquiry into overdraft charges,jul,jul,['jul']
2-Jul-20,Sainsbury's reports rise in grocery sales and surge in online orders,jul,jul,['jul']
1-Jul-20,France bans Dutch bike TV ad for creating 'climate of fear' about cars,jul,jul,['jul']
1-Jul-20,UK annual house prices fall for first time since 2012,jul,jul,['jul']
1-Jul-20,"Upper Crust and Caffè Ritazza owner to cut 5,000 UK jobs",jul,jul,['jul']
1-Jul-20,US shale gas giant brought down by big debts and oil slump,jul,jul,['jul']
1-Jul-20,Tesla shareholders urged to oust Elon Musk over $55bn pay deal,jul,jul,['jul']
1-Jul-20,"Nils Pratley on finance  


  The future may be V-shaped, but it would be rash to count on it",jul,jul,['jul']
1-Jul-20,"'Gravest crisis' as Airbus plans to cut 15,000 jobs, 1,700 in UK",jul,jul,['jul']
1-Jul-20,"The politics sketch  


  Boris Johnson returns to his happy place: upbeat, vague and incoherent",jul,jul,['jul']
1-Jul-20,Business live  FTSE 100 posts best quarter since 2010 amid Covid-19 recovery hopes - as it happened,jul,jul,['jul']
1-Jul-20,'New deal' risks fuelling emissions and eroding building standards,jul,jul,['jul']
1-Jul-20,Politics live with Andrew Sparrow  UK coronavirus death toll rises by 155; employers in Leicester lockdown can re-furlough staff – as it happened,jul,jul,['jul']
1-Jul-20,"Psychic energy in, newt counters out: Boris Johnson’s magic economic potion",jul,jul,['jul']
1-Jul-20,EU bans Pakistan national airline flights over pilot exam cheats,jul,jul,['jul']
1-Jul-20,Harveys and TM Lewin fall into administration with loss of 800 jobs,jul,jul,['jul']
1-Jul-20,Boris Johnson's 'loose change' is hardly Roosevelt's New Deal,jul,jul,['jul']
1-Jul-20,Britain and Brussels turn on each other for prolonging City's uncertainty,jul,jul,['jul']
1-Jul-20,EasyJet plans to cut 727 pilot jobs and close three UK bases,jul,jul,['jul']
1-Jul-20,"UK on course for a V-shaped recovery, says Bank of England",jul,jul,['jul']
1-Jul-20,Boris Johnson's 'new deal' speech: what is missing?,jul,jul,['jul']
1-Jul-20,How does Boris Johnson's 'new deal' compare with Franklin D Roosevelt's?,jul,jul,['jul']
30-Jun-20,"Stand aside, everyone: the Conservative cowboy builders are back on the job",jun,jun,['jun']
30-Jun-20,Shell to cut £18bn from value of assets amid coronavirus crisis,jun,jun,['jun']
30-Jun-20,Seat of the problem: why does Christopher Nolan hate chairs?,jun,jun,['jun']
30-Jun-20,Boris Johnson refuses to rule out tax rises to fund recovery plans,jun,jun,['jun']
30-Jun-20,"Progress on gender equality at risk from Covid-19 jobs crisis, says ILO",jun,jun,['jun']
30-Jun-20,Redrow shifts its housebuilding focus away from London,jun,jun,['jun']
30-Jun-20,Comic Relief's Richard Curtis backs ethical pension campaign,jun,jun,['jun']
30-Jun-20,Cinema giants delay reopening in UK and US as movie releases stall,jun,jun,['jun']
30-Jun-20,Central banks ‘could face political pressure to allow high inflation’,jun,jun,['jun']
30-Jun-20,Sunak expands £500m fund for UK startups hit by coronavirus,jun,jun,['jun']
30-Jun-20,Is it ethical for businesses to raise prices amid Covid-19? Of course it is,jun,jun,['jun']
30-Jun-20,Wirecard UK unlocks customers' cash after FCA freeze,jun,jun,['jun']
30-Jun-20,UK economy hit by sharpest fall in 41 years amid Covid-19 crisis,jun,jun,['jun']
30-Jun-20,AGL says it will link bosses’ bonuses to lowering emissions,jun,jun,['jun']
30-Jun-20,Consumer champions  Ikea left me in bits with a half-finished kitchen,jun,jun,['jun']
30-Jun-20,The age of extinction  How do you deal with 9m tonnes of suffocating seaweed?,jun,jun,['jun']
30-Jun-20,Diabetes UK calls for extended home working for people in Covid-19 risk groups,jun,jun,['jun']
30-Jun-20,"Coronavirus slump could delay building of 300,000 homes",jun,jun,['jun']
30-Jun-20,Lib Dem MP Layla Moran targets rise in BAME board directors,jun,jun,['jun']
30-Jun-20,"Nils Pratley on finance  


  Has CMA been put back in its box after Tyrie's exit? That's how it looks",jun,jun,['jun']
29-Jun-20,"UK ministers send mixed messages over climate commitments, says fund manager",jun,jun,['jun']
29-Jun-20,America's coalminers call for urgent help amid Covid-19 and industry decline,jun,jun,['jun']
29-Jun-20,Watchdogs warn pharmacies not to hike price of face masks,jun,jun,['jun']
29-Jun-20,Chesapeake bankruptcy seen as turning point for oil industry,jun,jun,['jun']
29-Jun-20,BP sells petrochemical business to Ineos for $5bn,jun,jun,['jun']
29-Jun-20,"US consumer watchdog chief can be fired by president, supreme court rules",jun,jun,['jun']
29-Jun-20,Business live  UK mortgage approvals slump as Covid-19 hits housing market - as it happened,jun,jun,['jun']
29-Jun-20,Wirecard asset freeze leaves vulnerable people without cash,jun,jun,['jun']
29-Jun-20,Byron to go into administration in attempt to sell parts of burger chain,jun,jun,['jun']
29-Jun-20,Musical instrument firms Roland and Korg fined £5.5m over UK price fixing,jun,jun,['jun']
29-Jun-20,UK home loans fall 90% since start of Covid-19 crisis,jun,jun,['jun']
29-Jun-20,Inside the Guardian  Orwell prize nominee Aditya Chakrabortty: 'Don't do what everyone else is doing',jun,jun,['jun']
29-Jun-20,Boeing begins 737 Max test flights after green light from regulators,jun,jun,['jun']
29-Jun-20,"After coronavirus, cinema may never be the same again",jun,jun,['jun']
29-Jun-20,"Match Covid-19 economic stimulus with climate fight ambition, urge MPs",jun,jun,['jun']
29-Jun-20,"Abandon 'levelling up' agenda at your peril, PM warned",jun,jun,['jun']
29-Jun-20,"Make Covid-19 support for vulnerable energy customers permanent, Ofgem tells suppliers",jun,jun,['jun']
29-Jun-20,Red alert issued over Landsec executive's bumper pension package,jun,jun,['jun']
29-Jun-20,The Pacific project  Quarter of businesses in Pacific fear they will not survive Covid-19 pandemic,jun,jun,['jun']
29-Jun-20,"Chesapeake Energy, fracking pioneer, files for bankruptcy owing $9bn",jun,jun,['jun']
28-Jun-20,UK needs 'biggest-ever peacetime job creation plan' to stop mass unemployment,jun,jun,['jun']
28-Jun-20,Foreign travel boost as UK gives green light to overseas trips,jun,jun,['jun']
28-Jun-20,Hydrogen fuel bubbles up the agenda as investments rocket,jun,jun,['jun']
28-Jun-20,Revealed: Developers PM backed when London mayor give almost £1m to Tories,jun,jun,['jun']
28-Jun-20,UK cinemas set for worst year since 1996 due to coronavirus,jun,jun,['jun']
28-Jun-20,Virgin Atlantic seeks urgent rescue package worth up to £900m,jun,jun,['jun']
28-Jun-20,"Back us or risk losing half UK's public leisure centres, industry warns",jun,jun,['jun']
28-Jun-20,Is plaster the new toilet roll? Lockdown DIY binge stretches UK supplies,jun,jun,['jun']
28-Jun-20,"Economics viewpoint  


  Lockdown or not, a second wave of Covid-19 will badly damage the UK economy",jun,jun,['jun']
28-Jun-20,Government and watchdog ‘are totally failing problem gamblers’,jun,jun,['jun']
28-Jun-20,‘A travesty’: North Carolina faces calls to continue reopening even as Covid-19 cases surge,jun,jun,['jun']
28-Jun-20,‘I’ve not been to the city centre for months’: UK suburbs thrive as office staff stay home,jun,jun,['jun']
28-Jun-20,'We've had to rein in our spending': how coronavirus has hit household incomes,jun,jun,['jun']
28-Jun-20,"William Keegan's in my view  


  Rishi Sunak is a reluctant Keynesian. But he has no choice",jun,jun,['jun']
28-Jun-20,"Hidden gems from the world of research  


  Economic recovery hinges on when – and if – we find a vaccine",jun,jun,['jun']
28-Jun-20,"Business leader  


  The low-paid need Britain to reopen. But this outbreak isn’t over",jun,jun,['jun']
28-Jun-20,"Observer business agenda  Sales are soaring, but Sainsbury’s new boss is expecting a bumpy ride",jun,jun,['jun']
28-Jun-20,We are in desperate need of a recovery plan. But the Treasury has gone missing,jun,jun,['jun']
28-Jun-20,Robert Jenrick admits Israeli billionaire he had meeting with is family friend,jun,jun,['jun']
28-Jun-20,Why the home-working boom could tumble London's skyscrapers,jun,jun,['jun']
27-Jun-20,What does England's lockdown easing mean for office workers?,jun,jun,['jun']
27-Jun-20,L'Oréal to remove words like 'whitening' from skincare products,jun,jun,['jun']
27-Jun-20,Covid-19 survivors could lose health insurance if Trump wins bid to repeal Obamacare,jun,jun,['jun']
27-Jun-20,What next for the UK's deserted public transport network?,jun,jun,['jun']
27-Jun-20,Race and money  Why corporate America makes an unconvincing ally against racism,jun,jun,['jun']
27-Jun-20,Back to work: English businesses gear up for life after lockdown,jun,jun,['jun']
27-Jun-20,Facebook policy changes fail to quell advertiser revolt as Coca-Cola pulls ads,jun,jun,['jun']
27-Jun-20,Post Office resumes selling travel currency as UK lockdown eases,jun,jun,['jun']
27-Jun-20,Can Kanye West save the Gap?,jun,jun,['jun']
27-Jun-20,Shopping centre owner Intu collapses into administration,jun,jun,['jun']
27-Jun-20,Three more Midlands meat factory workers test positive for coronavirus,jun,jun,['jun']
27-Jun-20,M&S and Next compete for UK arm of Victoria's Secret,jun,jun,['jun']
27-Jun-20,No going back to normal after the pandemic? Don't bet on it,jun,jun,['jun']
27-Jun-20,Aston Martin raises £207m in equity and debt after sales slump,jun,jun,['jun']
27-Jun-20,"HSBC resumes plan to cut 35,000 jobs worldwide",jun,jun,['jun']
27-Jun-20,Tesco hit by shareholder revolt over executive pay,jun,jun,['jun']
27-Jun-20,Business live  US stocks fall as investors fret over rising Covid-19 cases - as it happened,jun,jun,['jun']
27-Jun-20,From wrecked cars to catwalk: the fashion hothouse born in a row of lock-ups,jun,jun,['jun']
27-Jun-20,Verizon pulls ads from Facebook over inaction on hate speech,jun,jun,['jun']
27-Jun-20,Wirecard UK ordered to freeze customer funds by finance regulator,jun,jun,['jun']
26-Jun-20,Bike boom: UK sales up 60% in April as Covid-19 changes lifestyles,jun,jun,['jun']
26-Jun-20,Yorkshire building society relaunches 90% mortgages for first-time buyers,jun,jun,['jun']
26-Jun-20,"Staycation holiday scams soar, banking trade body warns",jun,jun,['jun']
26-Jun-20,Boohoo bosses in line for £150m bonus as part of incentive plan,jun,jun,['jun']
